hidden_layers,neurons,activation,optimizer,avg_R2,avg_MAE,avg_MSE,avg_RMSE
3,128,relu,sgd,0.6929294963781295,0.09004720051494816,0.01329085293011079,0.11501085798468184
3,128,relu,adagrad,0.5360732918158251,0.11288367812768067,0.020066806335040804,0.14111704865604424
3,128,leaky_relu,adam,0.8723391042160369,0.05792820975116232,0.005543702319346347,0.07440993005490702
3,128,leaky_relu,sgd,0.6954300906777274,0.08990971103680297,0.013232538537815239,0.114902093348209
3,128,leaky_relu,adagrad,0.47368830789467464,0.11941415556628399,0.02276496889736948,0.15007686453458083
3,128,sigmoid,adam,0.5542955419820634,0.10862208175254448,0.018952492112016918,0.13482431807594997
3,128,sigmoid,sgd,-0.021218454020868416,0.16992152293202456,0.044773056846640735,0.211426714683496
3,128,sigmoid,adagrad,-0.011991073123677021,0.16940593644649776,0.04437611383526368,0.21048321341296333
3,128,tanh,adam,0.7599968154003565,0.07920390038175473,0.010483328139539585,0.10185664903042824
3,128,tanh,sgd,0.7223730651186375,0.08639320902607876,0.012178887996922214,0.11002304693034684
3,128,tanh,adagrad,0.7115855645106497,0.08643326322692932,0.012571904867340583,0.11206483470270603
3,256,relu,adam,0.8916147277552605,0.050388120674899436,0.004700978080900248,0.06844809905541438
3,256,relu,sgd,0.7410963583985126,0.0819197156040162,0.01128305515211312,0.10613115261678344
3,256,relu,adagrad,0.5187309034264309,0.11354010534918466,0.02076241782323497,0.1430280406574119
3,256,leaky_relu,adam,0.8766373103163435,0.055469699195569655,0.005380061633521406,0.07329116990949962
3,256,leaky_relu,sgd,0.764107643843605,0.07822837219583956,0.010273713225038126,0.10123824257793326
3,256,leaky_relu,adagrad,0.5854761771875585,0.10623585453944787,0.017904522754083337,0.13322785093568087
3,256,sigmoid,adam,0.6500820366773583,0.0966606775440913,0.015065802931677686,0.122085871891543
3,256,sigmoid,sgd,-0.04343808698892204,0.17399555350321583,0.045831302252043266,0.2137854321422774
3,256,sigmoid,adagrad,-0.02077267432759382,0.17181483543322665,0.044738707491267724,0.21136141123636704
3,256,tanh,adam,0.763291283608547,0.07914216540047235,0.010338105121330446,0.10116567691179357
3,256,tanh,sgd,0.7262379765559235,0.085090026420757,0.011999882798907804,0.10924063417849625
3,256,tanh,adagrad,0.7261562708261332,0.084807296620185,0.011995698677688247,0.10924684822620626
4,32,relu,adam,0.7010264658724703,0.08984236239156149,0.012972545866349747,0.11282722176682136
4,32,relu,sgd,0.053938360572103994,0.16388958872577358,0.04148055531581108,0.20342673810427714
4,32,relu,adagrad,-2.362042575220351,0.32102200116564544,0.1458555389738867,0.3806212435608759
4,32,leaky_relu,adam,0.7561220716448565,0.08160084314825101,0.010578825768769635,0.10244247030976075
4,32,leaky_relu,sgd,0.26280971274611664,0.1438511054214399,0.03205671256589818,0.17838107077301352
4,32,leaky_relu,adagrad,-0.17089864296354138,0.17094357454601788,0.05058172597000653,0.22376056120969628
4,32,sigmoid,adam,0.10408219856622274,0.15910619978247995,0.039473548564336366,0.1969378915314312
4,32,sigmoid,sgd,-0.006829057137699923,0.1696367349184915,0.044157550938151546,0.20995712076398498
4,32,sigmoid,adagrad,-1.4562795261928667,0.2728889365688356,0.1047726683697899,0.3145717501860866
4,32,tanh,adam,0.7016728490462495,0.09016837687339903,0.013045471427870348,0.11408184695393879
4,32,tanh,sgd,0.6377790228938982,0.0998580240981785,0.015808011786044313,0.1256690032400962
4,32,tanh,adagrad,0.3502351188776121,0.13124411555159768,0.02817849939675145,0.16744757049652298
4,64,relu,adam,0.8250733919016531,0.06944786243727503,0.007623727354335558,0.08721211822716882
4,64,relu,sgd,0.4404103714652677,0.12539800190103476,0.024367136889417374,0.1559211549568325
4,64,relu,adagrad,0.10957064749345266,0.1561471008473833,0.03845329368862168,0.1950303258664398
4,64,leaky_relu,adam,0.8349264853280657,0.06737062561696738,0.007188928315384651,0.0846346648598666
4,64,leaky_relu,sgd,0.38829138722150364,0.13067752098876645,0.026471964654170045,0.1615115786536962
4,64,leaky_relu,adagrad,0.28602628730524005,0.13680233835942274,0.030793834180750906,0.1745287208285251
4,64,sigmoid,adam,0.15003373113707738,0.1543041475895808,0.03736706259291316,0.19096925676593987
4,64,sigmoid,sgd,-0.006492760819987042,0.1695306016286345,0.044148221509116216,0.2099288394082414
4,64,sigmoid,adagrad,-0.03159362822699707,0.16990549323801682,0.04521526774765757,0.2124763792982735
4,64,tanh,adam,0.7203037601248653,0.0869414252200506,0.012250012734315786,0.1103514112211333
4,64,tanh,sgd,0.679705612675365,0.09426009301521851,0.014024583820119077,0.11828457549031568
4,64,tanh,adagrad,0.698161146021579,0.08989018248287453,0.013186495346080459,0.11467368078801313
4,128,relu,adam,0.8643801480718942,0.059735223165662835,0.005901642148263485,0.0767969028607441
4,128,relu,sgd,0.5380638604500659,0.11246376898012869,0.019940550447380447,0.14040336294451014
4,128,relu,adagrad,0.02725845827145712,0.16208710093062823,0.04195923653692492,0.2035690748163333
4,128,leaky_relu,adam,0.8574850714090404,0.06292303461151795,0.006237143975535086,0.07886297825975522
4,128,leaky_relu,sgd,0.6376999169942208,0.09968760069596552,0.01573441450042267,0.12514171536259744
4,128,leaky_relu,adagrad,0.45722922934630716,0.12054999888025479,0.023561295698676377,0.15300608974405513
4,128,sigmoid,adam,0.413198330830108,0.12370021858402394,0.025252684002804247,0.15363877949691443
4,128,sigmoid,sgd,-0.008534226674658862,0.16938409265387386,0.04423256269799005,0.2101334302864811
4,128,sigmoid,adagrad,-0.016426412039016246,0.1690115595729731,0.04456478619695749,0.21093164799784453
4,128,tanh,adam,0.7756415612841294,0.07705277032192967,0.009786371248912826,0.09868223124725836
4,128,tanh,sgd,0.7152793584013339,0.08791579472749056,0.012489638732421957,0.1114539005790334
4,128,tanh,adagrad,0.7042298883296387,0.0876130590019005,0.01290351267362351,0.11350442803741441
4,256,relu,adam,0.8854975557577802,0.05443041401517875,0.004957630084488016,0.07022832269323137
4,256,relu,sgd,0.6940369004870861,0.09054512108755985,0.013322881771112743,0.11525286048725084
4,256,relu,adagrad,0.4818999219761089,0.1197141407733221,0.02240589301077186,0.14868626560633597
4,256,leaky_relu,adam,0.8584277009672514,0.0597946933869689,0.006131793638485835,0.07818308155864875
4,256,leaky_relu,sgd,0.7017473246976171,0.08990516598737955,0.012995904353154484,0.11390757406433634
4,256,leaky_relu,adagrad,0.5246594643056048,0.11225523148795927,0.020439017344874338,0.1415774744232887
4,256,sigmoid,adam,0.5736698390717604,0.10451094959375506,0.01803650290356523,0.1307038502470886
4,256,sigmoid,sgd,-0.01667202247226083,0.16952564257850458,0.044576040956340726,0.21094782856499678
4,256,sigmoid,adagrad,-0.006681005690047081,0.16889053250357794,0.044144435759733314,0.20993388526042836
4,256,tanh,adam,0.7711959556242035,0.07801947063588319,0.009982404776625523,0.09962966178094528
4,256,tanh,sgd,0.7189303451264895,0.08654368026426221,0.012314380252460583,0.11072376489302682
4,256,tanh,adagrad,0.7152075234658348,0.08657961992035888,0.01245219421262716,0.11141446539669957
